barcode,skuId,productName,category,location,inventoryDate,currentStock,minStock,safetyStock,reorderPoint,maxStock,stockStatus,coverDays,outbound14dTotal,avgDailyOutbound14d,outbound30dTotal,avgDailyOutbound30d,lifecycleStatus
R214219080001,48365304,보노하우스 에버 라탄 우드상판 서랍장 크림 4단 1개,에센셜,320-A1-1-778,2026-04-16,4,0,0,0,3,high,18.67,3,0.21,3,0.10,active
R011671310001,20967929,보노하우스 가든 라탄 와이드 6단 서랍장 브라운 1개,와이드 서랍장,320-A1-1-763,2026-04-16,15,1,1,1,8,high,42.00,5,0.36,8,0.27,active
R011622510002,20810284,보노하우스 심플리 와이드 서랍장 6단 라이트 그레이 1개,와이드 서랍장,320-A1-1-764,2026-04-16,5,0,0,0,1,high,,0,0.00,1,0.03,active
R206610750004,42905716,보노하우스 가든 라탄 서랍장 와이드  화이트 6단 1개,와이드 서랍장,320-A1-1-765,2026-04-16,6,2,2,2,20,normal,16.80,5,0.36,20,0.67,active
R206610730002,42905712,보노하우스 가든 라탄 서랍장 와이드  버터 6단 1개,와이드 서랍장,320-A1-1-766,2026-04-16,4,0,0,0,4,normal,56.00,1,0.07,4,0.13,active
R212660610005,47565665,보노하우스 세라비 우드상판 와이드 서랍장 크림 6단 1개,와이드 서랍장,320-A1-1-767,2026-04-16,9,1,1,1,13,normal,31.50,4,0.29,13,0.43,active
R212660640008,47565666,보노하우스 세라비 우드상판 와이드 서랍장 화이트 6단 1개,와이드 서랍장,320-A1-1-768,2026-04-16,7,3,3,3,34,normal,8.17,12,0.86,34,1.13,active
R212660670011,47565667,보노하우스 세라비 우드상판 와이드 서랍장 라이트그레이 6단 1개,와이드 서랍장,320-A1-1-769,2026-04-16,4,0,0,0,5,normal,56.00,1,0.07,5,0.17,active
R214219190012,48357936,보노하우스 에버 라탄 우드상판 서랍장 크림 2단 1개,에센셜,320-A1-1-770,2026-04-16,4,0,0,0,5,normal,56.00,1,0.07,5,0.17,active
R206610790008,42905717,보노하우스 가든 라탄 서랍장 와이드  버터 5단 1개,와이드 서랍장,320-A1-1-756,2026-04-16,4,0,0,0,1,high,56.00,1,0.07,1,0.03,active
R212660590003,47565660,보노하우스 세라비 우드상판 와이드 서랍장 크림 5단 1개,와이드 서랍장,320-A1-1-757,2026-04-16,4,1,1,1,10,normal,18.67,3,0.21,10,0.33,active
R212660660010,47565662,보노하우스 세라비 우드상판 와이드 서랍장 화이트 5단 1개,와이드 서랍장,320-A1-1-758,2026-04-16,4,2,2,2,20,normal,11.20,5,0.36,20,0.67,active
R212660570001,47565658,보노하우스 세라비 우드상판 와이드 서랍장 라이트그레이 5단 1개,와이드 서랍장,320-A1-1-759,2026-04-16,4,0,0,0,3,high,28.00,2,0.14,3,0.10,active
R011643590001,20920670,보노하우스 가든 라탄 와이드 6단 서랍장 크림 1개,와이드 서랍장,320-A1-1-760,2026-04-16,30,2,2,2,20,high,,0,0.00,20,0.67,active
R011622510001,20810283,보노하우스 심플리 와이드 서랍장 6단 크림 1개,와이드 서랍장,320-A1-1-761,2026-04-16,4,0,0,0,3,high,56.00,1,0.07,3,0.10,active
R011622510003,20810285,보노하우스 심플리 와이드 서랍장 6단 화이트 1개,와이드 서랍장,320-A1-1-762,2026-04-16,8,2,2,2,25,normal,12.44,9,0.64,25,0.83,active
R212660650009,47565663,보노하우스 세라비 우드상판 와이드 서랍장 라이트그레이 4단 1개,와이드 서랍장,320-A1-1-749,2026-04-16,4,0,0,0,3,high,28.00,2,0.14,3,0.10,active
R012950190002,26675903,보노하우스 가든 라탄 와이드 5단 서랍장  크림 1개,와이드 서랍장,320-A1-1-750,2026-04-16,15,1,1,1,9,high,70.00,3,0.21,9,0.30,active
R012950110001,26675042,보노하우스 가든 라탄 와이드 5단 서랍장 크림 1개,와이드 서랍장,320-A1-1-750,2026-04-16,10,1,1,1,13,normal,28.00,5,0.36,13,0.43,active
R011622220001,20802505,보노하우스 심플리 와이드 서랍장 5단  크림 1개,와이드 서랍장,320-A1-1-751,2026-04-16,3,0,0,0,2,high,42.00,1,0.07,2,0.07,active
R011622220003,20802507,보노하우스 심플리 와이드 서랍장 5단  화이트 1개,와이드 서랍장,320-A1-1-752,2026-04-16,18,2,2,2,16,high,36.00,7,0.50,16,0.53,active
R012950190001,26675902,보노하우스 가든 라탄 와이드 5단 서랍장  브라운 1개,와이드 서랍장,320-A1-1-753,2026-04-16,11,0,0,0,4,high,,0,0.00,4,0.13,active
R011622220002,20802506,보노하우스 심플리 와이드 서랍장 5단  라이트 그레이 1개,와이드 서랍장,320-A1-1-754,2026-04-16,4,0,0,0,2,high,28.00,2,0.14,2,0.07,active
R206610760005,42905713,보노하우스 가든 라탄 서랍장 와이드  화이트 5단 1개,와이드 서랍장,320-A1-1-755,2026-04-16,3,0,0,0,5,normal,21.00,2,0.14,5,0.17,active
R011670060002,21008703,보노하우스 가든 라탄 와이드 4단 서랍장 크림 1개,와이드 서랍장,320-A1-1-740,2026-04-16,10,0,0,0,5,high,140.00,1,0.07,5,0.17,active
R011622550001,20792428,보노하우스 심플리 와이드 서랍장 4단 크림 1개,와이드 서랍장,320-A1-1-741,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R011622550003,20792430,보노하우스 심플리 와이드 서랍장 4단 화이트 1개,와이드 서랍장,320-A1-1-742,2026-04-16,5,2,2,2,19,normal,14.00,5,0.36,19,0.63,active
R011670060001,21034774,보노하우스 가든 라탄 와이드 4단 서랍장 브라운 1개,와이드 서랍장,320-A1-1-743,2026-04-16,17,1,1,1,6,high,119.00,2,0.14,6,0.20,active
R011622550002,20792429,보노하우스 심플리 와이드 서랍장 4단 라이트 그레이 1개,와이드 서랍장,320-A1-1-744,2026-04-16,10,1,1,1,7,high,70.00,2,0.14,7,0.23,active
R206610770006,42905715,보노하우스 가든 라탄 서랍장 와이드  화이트 4단 1개,와이드 서랍장,320-A1-1-745,2026-04-16,8,0,0,0,1,high,,0,0.00,1,0.03,active
R206610720001,42905710,보노하우스 가든 라탄 서랍장 와이드  버터 4단 1개,와이드 서랍장,320-A1-1-746,2026-04-16,11,0,0,0,0,normal,,0,0.00,0,0.00,active
R212660620006,47565661,보노하우스 세라비 우드상판 와이드 서랍장 크림 4단 1개,와이드 서랍장,320-A1-1-747,2026-04-16,5,1,1,1,7,normal,23.33,3,0.21,7,0.23,active
R212660580002,47565659,보노하우스 세라비 우드상판 와이드 서랍장 화이트 4단 1개,와이드 서랍장,320-A1-1-748,2026-04-16,7,3,3,3,30,normal,7.00,14,1.00,30,1.00,active
R011622500003,20811044,보노하우스 심플리 와이드 서랍장 3단 화이트 1개,와이드 서랍장,320-A1-1-732,2026-04-16,19,3,3,3,28,normal,22.17,12,0.86,28,0.93,active
R011670300001,20965292,보노하우스 가든 라탄 와이드 3단 서랍장 브라운 1개,와이드 서랍장,320-A1-1-733,2026-04-16,8,1,1,1,10,normal,18.67,6,0.43,10,0.33,active
R011622500002,20811043,보노하우스 심플리 와이드 서랍장 3단 라이트 그레이 1개,와이드 서랍장,320-A1-1-734,2026-04-16,23,0,0,0,3,high,,0,0.00,3,0.10,active
R206610740003,42905711,보노하우스 가든 라탄 서랍장 와이드  화이트 3단 1개,와이드 서랍장,320-A1-1-735,2026-04-16,3,0,0,0,2,high,42.00,1,0.07,2,0.07,active
R206610780007,42905714,보노하우스 가든 라탄 서랍장 와이드  버터 3단 1개,와이드 서랍장,320-A1-1-736,2026-04-16,5,0,0,0,1,high,,0,0.00,1,0.03,active
R212660630007,47378492,보노하우스 세라비 우드상판 와이드 서랍장 크림 3단 1개,와이드 서랍장,320-A1-1-737,2026-04-16,4,1,1,1,6,normal,18.67,3,0.21,6,0.20,active
R212660710015,47378510,보노하우스 세라비 우드상판 와이드 서랍장 화이트 3단 1개,와이드 서랍장,320-A1-1-738,2026-04-16,8,1,1,1,9,normal,,0,0.00,9,0.30,active
R212660690013,47378506,보노하우스 세라비 우드상판 와이드 서랍장 라이트그레이 3단 1개,와이드 서랍장,320-A1-1-739,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R011622230003,20791730,보노하우스 심플리 와이드 서랍장 2단 화이트 1개,와이드 서랍장,320-A1-1-722,2026-04-16,41,1,1,1,12,high,95.67,6,0.43,12,0.40,active
R011670360001,20967824,보노하우스 가든 라탄 와이드 2단 서랍장 브라운 1개,와이드 서랍장,320-A1-1-723,2026-04-16,23,1,1,1,6,high,,0,0.00,6,0.20,active
R011622230002,20791729,보노하우스 심플리 와이드 서랍장 2단 라이트 그레이 1개,와이드 서랍장,320-A1-1-724,2026-04-16,7,0,0,0,1,high,98.00,1,0.07,1,0.03,active
R212660700014,47378511,보노하우스 세라비 우드상판 와이드 서랍장 크림 2단 1개,와이드 서랍장,320-A1-1-727,2026-04-16,4,0,0,0,4,normal,18.67,3,0.21,4,0.13,active
R212660600004,47378493,보노하우스 세라비 우드상판 와이드 서랍장 화이트 2단 1개,와이드 서랍장,320-A1-1-728,2026-04-16,4,2,2,2,19,normal,14.00,4,0.29,19,0.63,active
R212660680012,47378508,보노하우스 세라비 우드상판 와이드 서랍장 라이트그레이 2단 1개,와이드 서랍장,320-A1-1-729,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R011670300002,20965293,보노하우스 가든 라탄 와이드 3단 서랍장 크림 1개,와이드 서랍장,320-A1-1-730,2026-04-16,13,0,0,0,5,high,91.00,2,0.14,5,0.17,active
R011622500001,20811042,보노하우스 심플리 와이드 서랍장 3단 크림 1개,와이드 서랍장,320-A1-1-731,2026-04-16,22,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219320001,48381150,보노하우스 에버 라탄 우드상판 와이드 서랍장 화이트 3단 1개,와이드 서랍장,320-A1-1-707,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219330002,48427649,보노하우스 에버 라탄 우드상판 와이드 서랍장  크림 4단 1개,와이드 서랍장,320-A1-1-710,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219450014,48427656,보노하우스 에버 라탄 우드상판 와이드 서랍장  화이트 4단 1개,와이드 서랍장,320-A1-1-711,2026-04-16,3,1,1,1,6,normal,42.00,1,0.07,6,0.20,active
R214219500019,48427660,보노하우스 에버 라탄 우드상판 와이드 서랍장  버터 5단 1개,와이드 서랍장,320-A1-1-712,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219490018,48427659,보노하우스 에버 라탄 우드상판 와이드 서랍장  브라운 5단 1개,와이드 서랍장,320-A1-1-713,2026-04-16,4,0,0,0,3,high,28.00,2,0.14,3,0.10,active
R214219510020,48427661,보노하우스 에버 라탄 우드상판 와이드 서랍장  크림 5단 1개,와이드 서랍장,320-A1-1-714,2026-04-16,4,0,0,0,2,high,,0,0.00,2,0.07,active
R214219380007,48427658,보노하우스 에버 라탄 우드상판 와이드 서랍장  화이트 5단 1개,와이드 서랍장,320-A1-1-715,2026-04-16,1,0,0,0,2,normal,,0,0.00,2,0.07,active
R214219440013,48427655,보노하우스 에버 라탄 우드상판 와이드 서랍장  브라운 6단 1개,와이드 서랍장,320-A1-1-717,2026-04-16,3,0,0,0,2,high,42.00,1,0.07,2,0.07,active
R214219360005,48427650,보노하우스 에버 라탄 우드상판 와이드 서랍장  화이트 6단 1개,와이드 서랍장,320-A1-1-719,2026-04-16,4,0,0,0,1,high,56.00,1,0.07,1,0.03,active
R011670360002,20967825,보노하우스 가든 라탄 와이드 2단 서랍장 크림 1개,와이드 서랍장,320-A1-1-720,2026-04-16,9,1,1,1,6,high,42.00,3,0.21,6,0.20,active
R011622230001,20791728,보노하우스 심플리 와이드 서랍장 2단 크림 1개,와이드 서랍장,320-A1-1-721,2026-04-16,24,0,0,0,0,normal,,0,0.00,0,0.00,active
R246905790009,69013970,보노하우스 워크박스 부품 공구 수납함 블루 6개 15.5 x 23.5 x 11.2 cm,이유 정리함,320-A1-1-697,2026-04-16,9,4,4,4,41,normal,7.00,18,1.29,41,1.37,active
R246905810011,69013973,보노하우스 워크박스 부품 공구 수납함 레드 9개 15.5 x 23.5 x 11.2 cm,이유 정리함,320-A1-1-698,2026-04-16,70,17,17,17,172,normal,10.77,91,6.50,172,5.73,active
R246905820012,69013974,보노하우스 워크박스 부품 공구 수납함 블루 9개 15.5 x 23.5 x 11.2 cm,이유 정리함,320-A1-1-699,2026-04-16,58,17,17,17,167,normal,9.90,82,5.86,167,5.57,active
R214219420011,48381153,보노하우스 에버 라탄 우드상판 와이드 서랍장 버터 2단 1개,와이드 서랍장,320-A1-1-700,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219460015,48381155,보노하우스 에버 라탄 우드상판 와이드 서랍장 브라운 2단 1개,와이드 서랍장,320-A1-1-701,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219390008,48381151,보노하우스 에버 라탄 우드상판 와이드 서랍장 크림 2단 1개,와이드 서랍장,320-A1-1-702,2026-04-16,3,0,0,0,1,high,42.00,1,0.07,1,0.03,active
R214219480017,48381157,보노하우스 에버 라탄 우드상판 와이드 서랍장 화이트 2단 1개,와이드 서랍장,320-A1-1-703,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219350004,48381152,보노하우스 에버 라탄 우드상판 와이드 서랍장 버터 3단 1개,기타,320-A1-1-704,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R214219410010,48381154,보노하우스 에버 라탄 우드상판 와이드 서랍장 브라운 3단 1개,와이드 서랍장,320-A1-1-705,2026-04-16,4,0,0,0,1,high,56.00,1,0.07,1,0.03,active
R214219470016,48381156,보노하우스 에버 라탄 우드상판 와이드 서랍장 크림 3단 1개,와이드 서랍장,320-A1-1-706,2026-04-16,3,0,0,0,1,high,,0,0.00,1,0.03,active
R013022860002,26650824,보노하우스 템바보드 서랍장 5단 그레이,모던 플러스,320-A1-1-672,2026-04-16,56,5,5,5,49,high,46.12,17,1.21,49,1.63,active
R222633110014,54047059,보노하우스 라탄플러스 우드상판 서랍장 그레이 6단 1개 562mm,모던 플러스,320-A1-1-673,2026-04-16,5,2,2,2,16,normal,8.75,8,0.57,16,0.53,active
R222633120015,54047060,보노하우스 라탄플러스 우드상판 서랍장 딥그린 6단 1개 562mm,모던 플러스,320-A1-1-674,2026-04-16,9,1,1,1,9,normal,31.50,4,0.29,9,0.30,active
R246905800010,69013972,보노하우스 워크박스 부품 공구 수납함 옐로우 9개 15.5 x 23.5 x 11.2 cm,이유 정리함,320-A1-1-690,2026-04-16,80,24,24,24,238,normal,8.75,128,9.14,238,7.93,active
R246905720002,69013961,보노하우스 워크박스 부품 공구 수납함 레드 2개 15.5 x 23.5 x 11.2 cm,이유 정리함,320-A1-1-691,2026-04-16,4,1,1,1,13,normal,11.20,5,0.36,13,0.43,active
R246905730003,69013962,보노하우스 워크박스 부품 공구 수납함 블루 2개 15.5 x 23.5 x 11.2 cm,이유 정리함,320-A1-1-692,2026-04-16,5,2,2,2,23,normal,14.00,5,0.36,23,0.77,active
R246905740004,69013963,보노하우스 워크박스 부품 공구 수납함 옐로우 4개 15.5 x 23.5 x 11.2 cm,이유 정리함,320-A1-1-693,2026-04-16,14,4,4,4,45,normal,10.32,19,1.36,45,1.50,active
R246905750005,69013964,보노하우스 워크박스 부품 공구 수납함 레드 4개 15.5 x 23.5 x 11.2 cm,이유 정리함,320-A1-1-694,2026-04-16,15,5,5,5,51,normal,10.50,20,1.43,51,1.70,active
R246905770007,69013968,보노하우스 워크박스 부품 공구 수납함 옐로우 6개 15.5 x 23.5 x 11.2 cm,이유 정리함,320-A1-1-695,2026-04-16,106,29,29,29,292,normal,11.78,126,9.00,292,9.73,active
R246905780008,69013969,보노하우스 워크박스 부품 공구 수납함 레드 6개 15.5 x 23.5 x 11.2 cm,이유 정리함,320-A1-1-696,2026-04-16,9,3,3,3,30,normal,8.40,15,1.07,30,1.00,active
R222633000003,54047046,보노하우스 라탄플러스 우드상판 서랍장 딥그린 2단 1개 562mm,모던 플러스,320-A1-1-662,2026-04-16,20,0,0,0,3,high,280.00,1,0.07,3,0.10,active
R000150580013,2125221,모던플러스 3단 화이트,모던 플러스,320-A1-1-663,2026-04-16,26,1,1,1,14,high,72.80,5,0.36,14,0.47,active
R222633020005,54047048,보노하우스 라탄플러스 우드상판 서랍장 그레이 3단 1개 562mm,모던 플러스,320-A1-1-664,2026-04-16,11,1,1,1,11,normal,17.11,9,0.64,11,0.37,active
R222633030006,54047049,보노하우스 라탄플러스 우드상판 서랍장 딥그린 3단 1개 562mm,모던 플러스,320-A1-1-665,2026-04-16,14,1,1,1,8,high,65.33,3,0.21,8,0.27,active
R000150580028,2125236,뉴모던플러스 우드형상판 4단 화이트,모던 플러스,320-A1-1-666,2026-04-16,18,4,4,4,43,normal,14.82,17,1.21,43,1.43,active
R222633050008,54047051,보노하우스 라탄플러스 우드상판 서랍장 그레이 4단 1개 562mm,모던 플러스,320-A1-1-667,2026-04-16,15,2,2,2,22,normal,16.15,13,0.93,22,0.73,active
R222633060009,54047052,보노하우스 라탄플러스 우드상판 서랍장 딥그린 4단 1개 562mm,모던 플러스,320-A1-1-668,2026-04-16,19,1,1,1,7,high,88.67,3,0.21,7,0.23,active
R013022780002,26650596,보노하우스 템바보드 서랍장 4단 그레이,모던 플러스,320-A1-1-669,2026-04-16,20,4,4,4,45,normal,14.00,20,1.43,45,1.50,active
R222633080011,54047055,보노하우스 라탄플러스 우드상판 서랍장 그레이 5단 1개 562mm,모던 플러스,320-A1-1-670,2026-04-16,15,2,2,2,21,normal,23.33,9,0.64,21,0.70,active
R222633090012,54047056,보노하우스 라탄플러스 우드상판 서랍장 딥그린 5단 1개 562mm,모던 플러스,320-A1-1-671,2026-04-16,12,1,1,1,10,high,42.00,4,0.29,10,0.33,active
R016092800008,38303474,보노하우스 모나코 우드상판 서랍장 핑크 3단 1개,모던 플러스,320-A1-1-649,2026-04-16,2,0,0,0,1,high,28.00,1,0.07,1,0.03,active
R000538800012,3094768,Box_모던초대형해피박스_네이비_4개,초대형,320-A1-1-654,2026-04-16,14,0,0,0,2,high,,0,0.00,2,0.07,active
R000538800013,3094769,Box_모던초대형해피박스_바이올렛_4개,초대형,320-A1-1-655,2026-04-16,4,0,0,0,2,high,,0,0.00,2,0.07,active
R000538800015,3094771,Box_모던초대형해피박스_아이보리_4개,초대형,320-A1-1-656,2026-04-16,5,2,2,2,17,normal,10.00,7,0.50,17,0.57,active
R000538800014,3094770,Box_모던초대형해피박스_블루_4개,초대형,320-A1-1-657,2026-04-16,8,0,0,0,0,normal,,0,0.00,0,0.00,active
R000538800010,3094766,Box_모던초대형해피박스_아이보리_3개,초대형,320-A1-1-658,2026-04-16,13,1,1,1,8,high,36.40,5,0.36,8,0.27,active
R222632980001,54047044,보노하우스 라탄플러스 우드상판 서랍장 모던 화이트 2단 1개 562mm,모던 플러스,320-A1-1-660,2026-04-16,42,4,4,4,35,high,42.00,14,1.00,35,1.17,active
R222632990002,54047045,보노하우스 라탄플러스 우드상판 서랍장 그레이 2단 1개 562mm,모던 플러스,320-A1-1-661,2026-04-16,17,1,1,1,10,high,238.00,1,0.07,10,0.33,active
R011056720001,19107178,보노하우스 이노스 우드상판형 투명 서랍장 4단 화이트 오크 1개,모던 플러스,320-A1-1-634,2026-04-16,5,0,0,0,1,high,70.00,1,0.07,1,0.03,active
R011103150001,19306345,보노하우스 이노스 우드상판형 투명 서랍장 5단 화이트 오크1개,모던 플러스,320-A1-1-635,2026-04-16,4,0,0,0,1,high,56.00,1,0.07,1,0.03,active
R004498740001,11502394,키즈플러스 내츄럴오크 상판 4단 서랍장,모던 플러스,320-A1-1-636,2026-04-16,5,0,0,0,2,high,,0,0.00,2,0.07,active
R001162470006,4291633,블랑 모던 서랍장 5단 투명,모던 플러스,320-A1-1-637,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R016092800002,38303475,보노하우스 모나코 우드상판 서랍장 화이트 5단 1개,모던 플러스,320-A1-1-638,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R016092800001,38303473,보노하우스 모나코 우드상판 서랍장 버터 5단 1개,모던 플러스,320-A1-1-640,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R016092800006,38303470,보노하우스 모나코 우드상판 서랍장 화이트 4단 1개,모던 플러스,320-A1-1-642,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R016092800003,38303467,보노하우스 모나코 우드상판 서랍장 그레이 4단 1개,모던 플러스,320-A1-1-643,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R016092800004,38303468,보노하우스 모나코 우드상판 서랍장 핑크 4단 1개,모던 플러스,320-A1-1-645,2026-04-16,4,0,0,0,2,high,28.00,2,0.14,2,0.07,active
R016092800010,38303476,보노하우스 모나코 우드상판 서랍장 버터 3단 1개,모던 플러스,320-A1-1-648,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R000150580036,2125244,뉴모던플러스 우드형상판 5단 라이트블루,모던 플러스,320-A1-1-622,2026-04-16,6,1,1,1,9,normal,28.00,3,0.21,9,0.30,active
R000150580038,2125246,뉴모던플러스 우드형상판 5단 옐로우,모던 플러스,320-A1-1-623,2026-04-16,4,1,1,1,6,normal,56.00,1,0.07,6,0.20,active
1000000095463,332678,해피플러스3단-우드형상판(화이트) 캐릭터컬러랜덤 550*400*610mm,모던 플러스,320-A1-1-624,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R015858080002,37238643,보노하우스 블랙코드 우드상판 서랍장 4단 1개,모던 플러스,320-A1-1-627,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R015858080003,37155491,보노하우스 블랙코드 우드상판 서랍장 3단 1개,모던 플러스,320-A1-1-628,2026-04-16,5,0,0,0,1,high,,0,0.00,1,0.03,active
R015858080004,37155492,보노하우스 블랙코드 우드상판 서랍장 2단 1개,모던 플러스,320-A1-1-629,2026-04-16,6,0,0,0,1,high,,0,0.00,1,0.03,active
R011056720002,19107179,보노하우스 이노스 우드상판형 투명 서랍장 4단 내추럴 오크 1개,모던 플러스,320-A1-1-631,2026-04-16,11,0,0,0,1,high,,0,0.00,1,0.03,active
R011103150002,19306346,보노하우스 이노스 우드상판형 투명 서랍장 5단 내츄럴오크 1개,모던 플러스,320-A1-1-632,2026-04-16,4,1,1,1,12,normal,7.00,8,0.57,12,0.40,active
R000150580034,2125242,뉴모던플러스 우드형상판 5단 바이올렛,모던 플러스,320-A1-1-613,2026-04-16,9,1,1,1,14,normal,25.20,5,0.36,14,0.47,active
R000150580041,2125249,모던플러스 5단 화이트,모던 플러스,320-A1-1-614,2026-04-16,8,2,2,2,15,normal,28.00,4,0.29,15,0.50,active
R000150580032,2125240,뉴모던플러스 우드형상판 5단 레인보우,모던 플러스,320-A1-1-615,2026-04-16,4,1,1,1,6,normal,18.67,3,0.21,6,0.20,active
R004498740002,11502401,키즈플러스 화이트오크 상판 5단 서랍장,모던 플러스,320-A1-1-616,2026-04-16,9,0,0,0,2,high,126.00,1,0.07,2,0.07,active
R013022780001,26650595,보노하우스 템바보드 서랍장 4단 모던핑크,모던 플러스,320-A1-1-617,2026-04-16,19,4,4,4,39,normal,20.46,13,0.93,39,1.30,active
R013022310002,26647002,보노하우스 카밀라 템바보드 서랍장 3단 그레이,모던 플러스,320-A1-1-618,2026-04-16,20,2,2,2,22,normal,31.11,9,0.64,22,0.73,active
R013022310003,26647003,보노하우스 카밀라 템바보드 서랍장 3단 네이비,모던 플러스,320-A1-1-619,2026-04-16,13,1,1,1,12,high,91.00,2,0.14,12,0.40,active
R013022310001,26647001,보노하우스 카밀라 템바보드 서랍장 3단 모던핑크,모던 플러스,320-A1-1-620,2026-04-16,18,3,3,3,33,normal,31.50,8,0.57,33,1.10,active
R000150580030,2125238,뉴모던플러스 우드형상판 5단 라임그린,모던 플러스,320-A1-1-621,2026-04-16,4,0,0,0,2,high,28.00,2,0.14,2,0.07,active
R205947070006,42207582,보노하우스 카밀라 템바보드 서랍장 버터 5단 1개,모던 플러스,320-A1-1-600,2026-04-16,24,4,4,4,45,normal,22.40,15,1.07,45,1.50,active
R205947030002,42207579,보노하우스 카밀라 템바보드 서랍장 딥 그린 5단 1개,모던 플러스,320-A1-1-601,2026-04-16,46,19,19,19,186,normal,9.20,70,5.00,186,6.20,active
R205947050004,42207583,보노하우스 카밀라 템바보드 서랍장 버터 4단 1개,모던 플러스,320-A1-1-602,2026-04-16,10,2,2,2,15,normal,35.00,4,0.29,15,0.50,active
R205947020001,42207580,보노하우스 카밀라 템바보드 서랍장 딥 그린 4단 1개,모던 플러스,320-A1-1-603,2026-04-16,36,20,20,20,203,normal,5.79,87,6.21,203,6.77,active
R205947060005,42207585,보노하우스 카밀라 템바보드 서랍장 버터 3단 1개,모던 플러스,320-A1-1-604,2026-04-16,14,1,1,1,6,high,65.33,3,0.21,6,0.20,active
R205947040003,42207581,보노하우스 카밀라 템바보드 서랍장 딥 그린 3단 1개,모던 플러스,320-A1-1-605,2026-04-16,16,8,8,8,81,normal,5.46,41,2.93,81,2.70,active
R016233030002,39125877,보노하우스 모던플러스 내추럴오크 우드상판 서랍장 라이트그레이 5단 1개,모던 플러스,320-A1-1-606,2026-04-16,6,2,2,2,25,normal,7.00,12,0.86,25,0.83,active
R016233030001,39125875,보노하우스 모던플러스 내추럴오크 우드상판 서랍장 버터 5단 1개,모던 플러스,320-A1-1-607,2026-04-16,14,0,0,0,5,high,,0,0.00,5,0.17,active
R016233030004,39125874,보노하우스 모던플러스 내추럴오크 우드상판 서랍장 라이트그레이 4단 1개,모던 플러스,320-A1-1-608,2026-04-16,5,1,1,1,11,normal,14.00,5,0.36,11,0.37,active
R016233030003,39125872,보노하우스 모던플러스 내추럴오크 우드상판 서랍장 버터 4단 1개,모던 플러스,320-A1-1-609,2026-04-16,4,0,0,0,5,normal,56.00,1,0.07,5,0.17,active
R016233030006,39125876,보노하우스 모던플러스 내추럴오크 우드상판 서랍장 라이트그레이 3단 1개,모던 플러스,320-A1-1-610,2026-04-16,6,2,2,2,22,normal,6.00,14,1.00,22,0.73,active
R016233030005,39125873,보노하우스 모던플러스 내추럴오크 우드상판 서랍장 버터 3단 1개,모던 플러스,320-A1-1-611,2026-04-16,5,0,0,0,5,normal,35.00,2,0.14,5,0.17,active
R000150580040,2125248,뉴모던플러스 우드형상판 5단 핑크,모던 플러스,320-A1-1-612,2026-04-16,6,1,1,1,6,normal,28.00,3,0.21,6,0.20,active
R015858070007,37140437,보노하우스 클래식 수납정리함 13리터 그레이 2개 1팩,슬림서랍장,320-A1-1-572,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R015858070009,37140441,보노하우스 클래식 수납정리함 13리터 크림 4개 1팩,슬림서랍장,320-A1-1-573,2026-04-16,10,0,0,0,0,normal,,0,0.00,0,0.00,active
R015858070008,37140439,보노하우스 클래식 수납정리함 13리터 화이트 4개 1팩,슬림서랍장,320-A1-1-574,2026-04-16,22,0,0,0,4,high,308.00,1,0.07,4,0.13,active
R015858070012,37140479,보노하우스 클래식 수납정리함 26리터 크림 2개 1팩,레브 스토리지,320-A1-1-576,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R015858070011,37140444,보노하우스 클래식 수납정리함 26리터 화이트 2개 1팩,레브 스토리지,320-A1-1-577,2026-04-16,3,0,0,0,1,high,42.00,1,0.07,1,0.03,active
R015858070004,37140440,보노하우스 클래식 수납정리함 26리터 크림 4개 1팩,레브 스토리지,320-A1-1-579,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
