barcode,skuId,productName,category,location,inventoryDate,currentStock,minStock,safetyStock,reorderPoint,maxStock,stockStatus,coverDays,outbound14dTotal,avgDailyOutbound14d,outbound30dTotal,avgDailyOutbound30d,lifecycleStatus
R210089960003,44661639,보노하우스 엠버 이동식 수납 트롤리 네이비 3단,리빙카트,320-A1-2-195,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R210089990006,44661643,보노하우스 엠버 이동식 수납 트롤리 그레이 3단,기타,320-A1-2-196,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R006266960001,13835020,모던 리빙카트 트롤리 3단 네이비,리빙카트,320-A1-2-185,2026-04-16,4,0,0,0,2,high,56.00,1,0.07,2,0.07,active
R006266960002,13835023,모던 리빙카트 트롤리 4단 아이보리,리빙카트,320-A1-2-186,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R006266960008,13835024,모던 리빙카트 트롤리 4단 그레이,리빙카트,320-A1-2-187,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R006266960009,13835025,모던 리빙카트 트롤리 4단 네이비,리빙카트,320-A1-2-188,2026-04-16,4,0,0,0,4,normal,28.00,2,0.14,4,0.13,active
R210089950002,44661642,보노하우스 엠버 이동식 수납 트롤리 아이보리 2단,리빙카트,320-A1-2-190,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R210089980005,44661644,보노하우스 엠버 이동식 수납 트롤리 그레이 2단,리빙카트,320-A1-2-191,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R210089970004,44661641,보노하우스 엠버 이동식 수납 트롤리 아이보리 3단,리빙카트,320-A1-2-193,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R016233040014,39233744,보노하우스 컴포트 대형 리빙박스 버터 24리터 4개,탑백 리빙박스,320-A1-2-174,2026-04-16,4,0,0,0,2,high,,0,0.00,2,0.07,active
R016233040012,39233730,보노하우스 컴포트 대형 리빙박스 네이비 24리터 2개,탑백 리빙박스,320-A1-2-176,2026-04-16,4,0,0,0,2,high,,0,0.00,2,0.07,active
R016233040013,39233739,보노하우스 컴포트 대형 리빙박스 민트 24리터 2개,탑백 리빙박스,320-A1-2-177,2026-04-16,15,0,0,0,3,high,70.00,3,0.21,3,0.10,active
R006266960007,13835028,모던 리빙카트 트롤리 2단 아이보리,리빙카트,320-A1-2-180,2026-04-16,24,2,2,2,20,high,48.00,7,0.50,20,0.67,active
R006266960005,13835026,모던 리빙카트 트롤리 2단 그레이,리빙카트,320-A1-2-181,2026-04-16,10,0,0,0,4,high,,0,0.00,4,0.13,active
R006266960006,13835027,모던 리빙카트 트롤리 2단 네이비,리빙카트,320-A1-2-182,2026-04-16,6,1,1,1,11,normal,12.00,7,0.50,11,0.37,active
R006266960003,13835021,모던 리빙카트 트롤리 3단 아이보리,리빙카트,320-A1-2-183,2026-04-16,13,1,1,1,9,high,182.00,1,0.07,9,0.30,active
R006266960004,13835022,모던 리빙카트 트롤리 3단 그레이,리빙카트,320-A1-2-184,2026-04-16,4,0,0,0,3,high,28.00,2,0.14,3,0.10,active
R218136180005,50592817,보노하우스 대용량 멀티바스켓  바퀴 1세트 포함 화이트 3개,토이,320-A1-2-156,2026-04-16,14,0,0,0,0,normal,,0,0.00,0,0.00,active
R016233040004,39233725,보노하우스 컴포트 대형 리빙박스 네이비 72리터 4개,탑백 리빙박스,320-A1-2-160,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R016233040003,39233723,보노하우스 컴포트 대형 리빙박스 민트 72리터 4개,탑백 리빙박스,320-A1-2-161,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R016233040005,39233732,보노하우스 컴포트 대형 리빙박스 버터 72리터 4개,탑백 리빙박스,320-A1-2-162,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R016233040008,39233753,보노하우스 컴포트 대형 리빙박스 버터 72리터 2개,탑백 리빙박스,320-A1-2-165,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R016233040009,39233707,보노하우스 컴포트 대형 리빙박스 민트 52리터 4개,탑백 리빙박스,320-A1-2-167,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R016233040018,39233710,보노하우스 컴포트 대형 리빙박스 네이비 52리터 2개,탑백 리빙박스,320-A1-2-169,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R016233040001,39233703,보노하우스 컴포트 대형 리빙박스 민트 52리터 2개,탑백 리빙박스,320-A1-2-170,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R016233040017,39233709,보노하우스 컴포트 대형 리빙박스 버터 52리터 2개,탑백 리빙박스,320-A1-2-171,2026-04-16,4,1,1,1,6,normal,18.67,3,0.21,6,0.20,active
R016233040015,39233747,보노하우스 컴포트 대형 리빙박스 네이비 24리터 4개,탑백 리빙박스,320-A1-2-172,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R246038060006,68390193,보노하우스 모던 미니 해피박스 정리함 블루 4개 22 x 22 x 14 cm,북 트롤리,320-A1-2-142,2026-04-16,4,0,0,0,2,high,,0,0.00,2,0.07,active
R246038070007,68390194,보노하우스 모던 미니 해피박스 정리함 그레이 4개 22 x 22 x 14 cm,북 트롤리,320-A1-2-143,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R246038080008,68390195,보노하우스 모던 미니 해피박스 정리함 버터 4개 22 x 22 x 14 cm,북 트롤리,320-A1-2-144,2026-04-16,10,0,0,0,0,normal,,0,0.00,0,0.00,active
R226361710001,56776092,보노하우스 이유 적층형 다용도 정리함 화이트 4개 15.5 X 23.5 X 11.2cm,이유 정리함,320-A1-2-145,2026-04-16,54,14,14,14,137,normal,14.00,54,3.86,137,4.57,active
R226361720002,56776093,보노하우스 이유 적층형 다용도 정리함 화이트 6개 15.5 X 23.5 X 11.2cm,이유 정리함,320-A1-2-146,2026-04-16,76,25,25,25,253,normal,13.14,81,5.79,253,8.43,active
R226361730003,56776094,보노하우스 이유 적층형 다용도 정리함 화이트 9개 15.5 X 23.5 X 11.2cm,이유 정리함,320-A1-2-149,2026-04-16,19,8,8,8,81,normal,7.00,38,2.71,81,2.70,active
R000611050008,3141136,Box_80L 초대형 모던바스켓 그레이 4개,토이,320-A1-2-150,2026-04-16,4,2,2,2,18,normal,5.09,11,0.79,18,0.60,active
R000611050006,3141134,Box_80L 초대형 모던바스켓 네이비 6개,토이,320-A1-2-151,2026-04-16,4,1,1,1,14,normal,5.60,10,0.71,14,0.47,active
R218136160003,50592815,보노하우스 대용량 멀티바스켓  바퀴 1세트 포함 화이트 2개,토이,320-A1-2-152,2026-04-16,4,0,0,0,3,high,,0,0.00,3,0.10,active
R218136170004,50592816,보노하우스 대용량 멀티바스켓  바퀴 1세트 포함 크림 2개,토이,320-A1-2-153,2026-04-16,6,1,1,1,13,normal,42.00,2,0.14,13,0.43,active
R218136150002,50592814,보노하우스 대용량 멀티바스켓  바퀴 1세트 포함 화이트 4개,토이,320-A1-2-154,2026-04-16,4,0,0,0,3,high,18.67,3,0.21,3,0.10,active
R218136140001,50592813,보노하우스 대용량 멀티바스켓  바퀴 1세트 포함 크림 4개,토이,320-A1-2-154,2026-04-16,5,1,1,1,11,normal,11.67,6,0.43,11,0.37,active
R218136190006,50592818,보노하우스 대용량 멀티바스켓  바퀴 1세트 포함 크림 3개,토이,320-A1-2-155,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R246038010001,68390188,보노하우스 모던 미니 해피박스 정리함 핑크 2개 22 x 22 x 14 cm,북 트롤리,320-A1-2-137,2026-04-16,6,2,2,2,16,normal,10.50,8,0.57,16,0.53,active
R246038020002,68390189,보노하우스 모던 미니 해피박스 정리함 블루 2개 22 x 22 x 14 cm,북 트롤리,320-A1-2-138,2026-04-16,5,0,0,0,2,high,,0,0.00,2,0.07,active
R246038030003,68390190,보노하우스 모던 미니 해피박스 정리함 그레이 2개 22 x 22 x 14 cm,북 트롤리,320-A1-2-139,2026-04-16,5,0,0,0,0,normal,,0,0.00,0,0.00,active
R246038040004,68390191,보노하우스 모던 미니 해피박스 정리함 버터 2개 22 x 22 x 14 cm,북 트롤리,320-A1-2-140,2026-04-16,4,0,0,0,3,high,28.00,2,0.14,3,0.10,active
R246038050005,68390192,보노하우스 모던 미니 해피박스 정리함 핑크 4개 22 x 22 x 14 cm,북 트롤리,320-A1-2-141,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R204398080008,41116682,보노하우스 마벨 슬림 북트롤리 화이트 4단 1개,북 트롤리,320-A1-2-125,2026-04-16,4,0,0,0,3,high,,0,0.00,3,0.10,active
R204398120012,41116684,보노하우스 마벨 슬림 북트롤리 버터 4단 1개,북 트롤리,320-A1-2-126,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R204398020002,41116680,보노하우스 마벨 슬림 북트롤리 화이트 5단 1개,북 트롤리,320-A1-2-127,2026-04-16,3,0,0,0,1,high,42.00,1,0.07,1,0.03,active
R204398100010,41116686,보노하우스 마벨 슬림 북트롤리 버터 5단 1개,북 트롤리,320-A1-2-128,2026-04-16,1,0,0,0,1,normal,,0,0.00,1,0.03,active
R204398010001,41116675,보노하우스 마벨 슬림 북트롤리 화이트 6단 1개,북 트롤리,320-A1-2-129,2026-04-16,2,0,0,0,3,normal,14.00,2,0.14,3,0.10,active
R204398030003,41116676,보노하우스 마벨 슬림 북트롤리 버터 6단 1개,북 트롤리,320-A1-2-130,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R211452140001,45904234,보노하우스 어니스트 칸막이 정리함 화이트 1개,북 트롤리,320-A1-2-131,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R211452170004,45904238,보노하우스 어니스트 칸막이 정리함 버터 1개,북 트롤리,320-A1-2-132,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R211452150002,45904236,보노하우스 어니스트 칸막이 정리함 모던핑크 1개,북 트롤리,320-A1-2-133,2026-04-16,5,0,0,0,3,high,23.33,3,0.21,3,0.10,active
R217989060003,50517276,보노하우스 베이직 북트롤리 2단 화이트 1개,북 트롤리,320-A1-2-134,2026-04-16,4,1,1,1,8,normal,14.00,4,0.29,8,0.27,active
R211452160003,45904237,보노하우스 어니스트 칸막이 정리함 모던블루 1개,북 트롤리,320-A1-2-136,2026-04-16,2,0,0,0,1,high,,0,0.00,1,0.03,active
R016128090006,38618760,보노하우스 모던 북 트롤리 수납 정리함 화이트 5단 1개,북 트롤리,320-A1-2-115,2026-04-16,46,11,11,11,107,normal,12.38,52,3.71,107,3.57,active
R016128090005,38618759,보노하우스 모던 북 트롤리 수납 정리함 버터 5단 1개,북 트롤리,320-A1-2-116,2026-04-16,9,4,4,4,44,normal,7.00,18,1.29,44,1.47,active
R016128090004,38618758,보노하우스 모던 북 트롤리 수납 정리함 모던핑크 5단 1개,북 트롤리,320-A1-2-117,2026-04-16,6,2,2,2,16,normal,14.00,6,0.43,16,0.53,active
R016128090003,38618757,보노하우스 모던 북 트롤리 수납 정리함 모던블루 5단 1개,북 트롤리,320-A1-2-118,2026-04-16,4,0,0,0,3,high,56.00,1,0.07,3,0.10,active
R016128090002,38618762,보노하우스 모던 북 트롤리 수납 정리함 화이트 6단 1개,북 트롤리,320-A1-2-120,2026-04-16,7,1,1,1,8,normal,32.67,3,0.21,8,0.27,active
R016128090001,38618761,보노하우스 모던 북 트롤리 수납 정리함 버터 6단 1개,북 트롤리,320-A1-2-121,2026-04-16,4,1,1,1,6,normal,18.67,3,0.21,6,0.20,active
R016128090012,38618765,보노하우스 모던 북 트롤리 수납 정리함 모던핑크 6단 1개,북 트롤리,320-A1-2-122,2026-04-16,4,0,0,0,4,normal,28.00,2,0.14,4,0.13,active
R016128090009,38618763,보노하우스 모던 북 트롤리 수납 정리함 모던블루 6단 1개,북 트롤리,320-A1-2-123,2026-04-16,2,0,0,0,0,normal,,0,0.00,0,0.00,active
R203810420005,40531608,보노하우스 베이직 이동식 북 트롤리 버터 5단 1개,북 트롤리,320-A1-2-101,2026-04-16,3,0,0,0,3,normal,42.00,1,0.07,3,0.10,active
R203810450008,40531612,보노하우스 베이직 이동식 북 트롤리 모던블루 5단 1개,북 트롤리,320-A1-2-103,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R203810480011,40531601,보노하우스 베이직 이동식 북 트롤리 화이트 6단 1개,북 트롤리,320-A1-2-105,2026-04-16,3,2,2,2,20,normal,7.00,6,0.43,20,0.67,active
R203810380001,40531598,보노하우스 베이직 이동식 북 트롤리 버터 6단 1개,북 트롤리,320-A1-2-106,2026-04-16,4,0,0,0,4,normal,28.00,2,0.14,4,0.13,active
R203810510014,40531603,보노하우스 베이직 이동식 북 트롤리 모던핑크 6단 1개,북 트롤리,320-A1-2-107,2026-04-16,3,0,0,0,1,high,,0,0.00,1,0.03,active
R016128090011,38618768,보노하우스 모던 북 트롤리 수납 정리함 화이트 4단 1개,북 트롤리,320-A1-2-110,2026-04-16,10,6,6,6,61,normal,6.09,23,1.64,61,2.03,active
R016128090010,38618767,보노하우스 모던 북 트롤리 수납 정리함 버터 4단 1개,북 트롤리,320-A1-2-111,2026-04-16,13,3,3,3,30,normal,13.00,14,1.00,30,1.00,active
R016128090008,38618766,보노하우스 모던 북 트롤리 수납 정리함 모던핑크 4단 1개,북 트롤리,320-A1-2-112,2026-04-16,10,1,1,1,7,high,46.67,3,0.21,7,0.23,active
R016128090007,38618764,보노하우스 모던 북 트롤리 수납 정리함 모던블루 4단 1개,북 트롤리,320-A1-2-113,2026-04-16,3,0,0,0,3,normal,21.00,2,0.14,3,0.10,active
R204398210008,41117076,보노하우스 틈새 수납 슬림 트롤리  모던 블루 3단 1개,북 트롤리,320-A1-2-88,2026-04-16,4,0,0,0,4,normal,56.00,1,0.07,4,0.13,active
R203810470010,40531602,보노하우스 베이직 이동식 북 트롤리 화이트 3단 1개,북 트롤리,320-A1-2-90,2026-04-16,7,4,4,4,44,normal,5.44,18,1.29,44,1.47,active
R203810430006,40531599,보노하우스 베이직 이동식 북 트롤리 버터 3단 1개,북 트롤리,320-A1-2-91,2026-04-16,5,1,1,1,12,normal,23.33,3,0.21,12,0.40,active
R203810530016,40531604,보노하우스 베이직 이동식 북 트롤리 모던핑크 3단 1개,북 트롤리,320-A1-2-92,2026-04-16,4,0,0,0,4,normal,56.00,1,0.07,4,0.13,active
R203810400003,40531597,보노하우스 베이직 이동식 북 트롤리 모던블루 3단 1개,북 트롤리,320-A1-2-93,2026-04-16,3,0,0,0,1,high,42.00,1,0.07,1,0.03,active
R203810460009,40531607,보노하우스 베이직 이동식 북 트롤리 화이트 4단 1개,북 트롤리,320-A1-2-95,2026-04-16,8,3,3,3,30,normal,14.00,8,0.57,30,1.00,active
R203810410004,40531605,보노하우스 베이직 이동식 북 트롤리 버터 4단 1개,북 트롤리,320-A1-2-96,2026-04-16,7,1,1,1,12,normal,24.50,4,0.29,12,0.40,active
R203810520015,40531610,보노하우스 베이직 이동식 북 트롤리 모던핑크 4단 1개,북 트롤리,320-A1-2-97,2026-04-16,4,0,0,0,2,high,56.00,1,0.07,2,0.07,active
R203810490012,40531613,보노하우스 베이직 이동식 북 트롤리 화이트 5단 1개,북 트롤리,320-A1-2-100,2026-04-16,4,2,2,2,15,normal,14.00,4,0.29,15,0.50,active
R015202640011,35237523,보노하우스 조립식 데크타일 크림 18장,데크타일,320-A1-2-75,2026-04-16,38,13,13,13,133,normal,8.72,61,4.36,133,4.43,active
R015202640012,35237524,보노하우스 조립식 데크타일 모노화이트 18장,데크타일,320-A1-2-76,2026-04-16,11,5,5,5,47,normal,14.00,11,0.79,47,1.57,active
R015202640010,35237522,보노하우스 조립식 데크타일 그레이 18장,데크타일,320-A1-2-77,2026-04-16,7,4,4,4,40,normal,7.54,13,0.93,40,1.33,active
R015202640009,35237521,보노하우스 조립식 데크타일 다크브라운 18장,데크타일,320-A1-2-78,2026-04-16,13,5,5,5,48,normal,8.67,21,1.50,48,1.60,active
R015202640008,35237520,보노하우스 조립식 데크타일 블랙 18장,데크타일,320-A1-2-79,2026-04-16,9,4,4,4,41,normal,8.40,15,1.07,41,1.37,active
R204398150002,41117071,보노하우스 틈새 수납 슬림 트롤리  화이트 2단 1개,북 트롤리,320-A1-2-80,2026-04-16,19,6,6,6,65,normal,10.23,26,1.86,65,2.17,active
R204398140001,41117069,보노하우스 틈새 수납 슬림 트롤리  버터 2단 1개,북 트롤리,320-A1-2-81,2026-04-16,35,6,6,6,63,normal,20.42,24,1.71,63,2.10,active
R204398160003,41117073,보노하우스 틈새 수납 슬림 트롤리  모던 핑크 2단 1개,북 트롤리,320-A1-2-82,2026-04-16,7,1,1,1,14,normal,14.00,7,0.50,14,0.47,active
R204398200007,41117075,보노하우스 틈새 수납 슬림 트롤리  모던 블루 2단 1개,북 트롤리,320-A1-2-83,2026-04-16,4,1,1,1,6,normal,18.67,3,0.21,6,0.20,active
R204398180005,41117072,보노하우스 틈새 수납 슬림 트롤리  화이트 3단 1개,북 트롤리,320-A1-2-85,2026-04-16,15,2,2,2,21,normal,42.00,5,0.36,21,0.70,active
R204398170004,41117070,보노하우스 틈새 수납 슬림 트롤리  버터 3단 1개,북 트롤리,320-A1-2-86,2026-04-16,5,3,3,3,28,normal,5.00,14,1.00,28,0.93,active
R204398190006,41117074,보노하우스 틈새 수납 슬림 트롤리  모던 핑크 3단 1개,북 트롤리,320-A1-2-87,2026-04-16,14,1,1,1,7,high,196.00,1,0.07,7,0.23,active
R001327720030,7097099,BOX_모던 해피박스 2P 그레이+아이보리,기저귀 정리함,320-A1-2-55,2026-04-16,20,1,1,1,6,high,140.00,2,0.14,6,0.20,active
R014194370001,32177290,보노하우스 얌얌 젖병건조대 핑크,기저귀 정리함,320-A1-2-63,2026-04-16,3,0,0,0,0,normal,,0,0.00,0,0.00,active
R014194370003,32177292,보노하우스 얌얌 젖병건조대 블루,기저귀 정리함,320-A1-2-64,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R014194370002,32177291,보노하우스 얌얌 젖병건조대 그린,기저귀 정리함,320-A1-2-65,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R015202640001,35237518,보노하우스 조립식 데크타일 크림 9장,데크타일,320-A1-2-70,2026-04-16,15,6,6,6,64,normal,10.00,21,1.50,64,2.13,active
R015202640002,35237519,보노하우스 조립식 데크타일 모노화이트 9장,데크타일,320-A1-2-71,2026-04-16,6,2,2,2,22,normal,16.80,5,0.36,22,0.73,active
R015202640015,35237528,보노하우스 조립식 데크타일 그레이 9장,데크타일,320-A1-2-72,2026-04-16,5,3,3,3,27,normal,14.00,5,0.36,27,0.90,active
R015202640014,35237527,보노하우스 조립식 데크타일 다크브라운 9장,데크타일,320-A1-2-73,2026-04-16,17,3,3,3,26,normal,26.44,9,0.64,26,0.87,active
R015202640013,35237526,보노하우스 조립식 데크타일 블랙 9장,데크타일,320-A1-2-74,2026-04-16,7,3,3,3,28,normal,8.17,12,0.86,28,0.93,active
R231382320003,59729559,보노하우스 모던 이동식 해피박스 그레이 2개 1세트 44L 370X370X320mm,해피,320-A1-2-47,2026-04-16,20,3,3,3,28,normal,140.00,2,0.14,28,0.93,active
R231382330004,59729560,보노하우스 모던 이동식 해피박스 버터 2개 1세트 44L 370X370X320mm,해피,320-A1-2-48,2026-04-16,16,8,8,8,79,normal,8.96,25,1.79,79,2.63,active
R004066350001,11076127,모던 펭귄 정리함 화이트,펭귄 기저귀 정리함,320-A1-2-51,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
SKU0000099999,112341,펭귄즈 정리함_화이트,펭귄 기저귀 정리함,320-A1-2-51,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R003286190001,10303348,펭귄 기저귀 정리함 3단(캡1개 포함) 화이트,펭귄 기저귀 정리함,320-A1-2-52,2026-04-16,4,0,0,0,3,high,28.00,2,0.14,3,0.10,active
R010817270005,18630021,보노하우스 모던 트롤리 3단 화이트 1개,기저귀 정리함,320-A1-2-53,2026-04-16,5,0,0,0,1,high,,0,0.00,1,0.03,active
R000538800019,3094775,Box_모던해피박스_블루_2개,해피,320-A1-2-54,2026-04-16,5,0,0,0,1,high,,0,0.00,1,0.03,active
R014930400001,34179908,보노하우스 슬라이딩 옷정리 적층 트레이 중형 10개,슬라이딩 스텝,320-A1-2-34,2026-04-16,82,43,43,43,430,normal,7.65,150,10.71,430,14.33,active
R014930400002,34179910,보노하우스 슬라이딩 옷정리 적층 트레이 중형 15개,슬라이딩 스텝,320-A1-2-35,2026-04-16,12,6,6,6,60,normal,6.22,27,1.93,60,2.00,active
R004575270008,11564099,보노 슬라이딩 스텝 바스켓  중형 15개,슬라이딩 스텝,320-A1-2-35,2026-04-16,10,0,0,0,0,normal,,0,0.00,0,0.00,active
R249633900001,70715872,보노하우스 국내제조 코지 바스켓 타워  화이트 1개 2단,기타,320-A1-2-37,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R249633910002,70715873,보노하우스 국내제조 코지 바스켓 타워  브라운 1개 2단,기타,320-A1-2-38,2026-04-16,1,0,0,0,0,normal,,0,0.00,0,0.00,active
R000764170002,3317224,02 코지 바스켓 타워 3단 브라운,야채바구니,320-A1-2-39,2026-04-16,13,2,2,2,22,normal,26.00,7,0.50,22,0.73,active
R001022730019,4111172,019 오픈 스텝바스켓 4단 화이트,오픈 스텝,320-A1-2-40,2026-04-16,5,1,1,1,14,normal,6.36,11,0.79,14,0.47,active
R001022730013,4111166,013 오픈 스텝바스켓 3단 화이트,오픈 스텝,320-A1-2-41,2026-04-16,7,2,2,2,21,normal,7.00,14,1.00,21,0.70,active
R001022730022,4111175,022 오픈 스텝바스켓 4단 그레이,오픈 스텝,320-A1-2-42,2026-04-16,4,1,1,1,8,normal,14.00,4,0.29,8,0.27,active
R000764170001,3317223,코지 바스켓 타워 3단 화이트,야채바구니,320-A1-2-43,2026-04-16,5,3,3,3,30,normal,10.00,7,0.50,30,1.00,active
R000764170006,3296650,02 코지 바스켓 타워 4단 화이트,야채바구니,320-A1-2-44,2026-04-16,9,2,2,2,15,normal,25.20,5,0.36,15,0.50,active
R231382300001,59729557,보노하우스 모던 이동식 해피박스 핑크 2개 1세트 44L 370X370X320mm,해피,320-A1-2-45,2026-04-16,8,1,1,1,13,normal,28.00,4,0.29,13,0.43,active
R231382310002,59729558,보노하우스 모던 이동식 해피박스 블루 2개 1세트 44L 370X370X320mm,해피,320-A1-2-46,2026-04-16,8,0,0,0,5,high,,0,0.00,5,0.17,active
R015787750006,36916145,보노하우스 플라스틱 리빙박스 반투명 72리터 4개,탑백 리빙박스,320-A1-2-24,2026-04-16,4,0,0,0,4,normal,,0,0.00,4,0.13,active
R014930400005,34179921,보노하우스 슬라이딩 옷정리 적층 트레이 소형 5개,슬라이딩 스텝,320-A1-2-30,2026-04-16,4,2,2,2,23,normal,4.67,12,0.86,23,0.77,active
R004575270005,11564101,보노 슬라이딩 스텝 바스켓 소형 5개,슬라이딩 스텝,320-A1-2-30,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R004575270006,11564102,보노 슬라이딩 스텝바스켓 소형 10개,슬라이딩 스텝,320-A1-2-31,2026-04-16,4,0,0,0,4,normal,,0,0.00,4,0.13,active
R014930400006,34179925,보노하우스 슬라이딩 옷정리 적층 트레이 소형 10개,슬라이딩 스텝,320-A1-2-31,2026-04-16,97,20,20,20,199,normal,16.56,82,5.86,199,6.63,active
R014930400007,34179926,보노하우스 슬라이딩 옷정리 적층 트레이 소형 15개,슬라이딩 스텝,320-A1-2-32,2026-04-16,6,2,2,2,23,normal,12.00,7,0.50,23,0.77,active
R004575270003,11564100,보노 슬라이딩 스텝 바스켓 소형 15개,슬라이딩 스텝,320-A1-2-32,2026-04-16,8,0,0,0,0,normal,,0,0.00,0,0.00,active
R014930400008,34179911,보노하우스 슬라이딩 옷정리 적층 트레이 중형 5개,슬라이딩 스텝,320-A1-2-33,2026-04-16,25,9,9,9,92,normal,8.75,40,2.86,92,3.07,active
R004575270002,11564097,보노 슬라이딩 스텝 바스켓  중형 10개,슬라이딩 스텝,320-A1-2-34,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R013009910003,26879075,보노하우스 탑백 리빙박스 72리터 그레이 2개,탑백 리빙박스,320-A1-2-15,2026-04-16,7,2,2,2,15,normal,8.17,12,0.86,15,0.50,active
R015379280003,35646400,보노하우스 탑백 리빙박스 72L 크림 4개,탑백 리빙박스,320-A1-2-16,2026-04-16,4,1,1,1,6,normal,28.00,2,0.14,6,0.20,active
R015379280001,35646398,보노하우스 탑백 리빙박스 72L 화이트 4개,탑백 리빙박스,320-A1-2-17,2026-04-16,5,2,2,2,25,normal,4.38,16,1.14,25,0.83,active
R015379280002,35646399,보노하우스 탑백 리빙박스 72L 그레이 4개,탑백 리빙박스,320-A1-2-18,2026-04-16,4,0,0,0,4,normal,,0,0.00,4,0.13,active
R015787750001,36916143,보노하우스 플라스틱 리빙박스 반투명 24리터 2개,탑백 리빙박스,320-A1-2-19,2026-04-16,14,0,0,0,1,high,196.00,1,0.07,1,0.03,active
R015787750002,36916146,보노하우스 플라스틱 리빙박스 반투명 24리터 4개,탑백 리빙박스,320-A1-2-20,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R015787750003,36916144,보노하우스 플라스틱 리빙박스 반투명 52리터 2개,탑백 리빙박스,320-A1-2-21,2026-04-16,4,0,0,0,1,high,,0,0.00,1,0.03,active
R015787750004,36916147,보노하우스 플라스틱 리빙박스 반투명 52리터 4개,탑백 리빙박스,320-A1-2-22,2026-04-16,4,0,0,0,0,normal,,0,0.00,0,0.00,active
R015787750005,36916142,보노하우스 플라스틱 리빙박스 반투명 72리터 2개,탑백 리빙박스,320-A1-2-23,2026-04-16,9,0,0,0,1,high,,0,0.00,1,0.03,active
R013009990006,26876635,보노하우스 탑백 리빙박스 24리터 그레이 4개,탑백 리빙박스,320-A1-2-6,2026-04-16,3,0,0,0,4,normal,42.00,1,0.07,4,0.13,active
R013009800002,26876447,보노하우스 탑백 리빙박스 52리터 크림 2개,탑백 리빙박스,320-A1-2-7,2026-04-16,4,2,2,2,19,normal,4.67,12,0.86,19,0.63,active
R013009800001,26876446,보노하우스 탑백 리빙박스 52리터 화이트 2개,탑백 리빙박스,320-A1-2-8,2026-04-16,12,6,6,6,55,normal,6.46,26,1.86,55,1.83,active
R013009800003,26876448,보노하우스 탑백 리빙박스 52리터 그레이 2개,탑백 리빙박스,320-A1-2-9,2026-04-16,5,2,2,2,15,normal,8.75,8,0.57,15,0.50,active
R013009800005,26876450,보노하우스 탑백 리빙박스 52리터 크림 4개,탑백 리빙박스,320-A1-2-10,2026-04-16,7,0,0,0,0,normal,,0,0.00,0,0.00,active
R013009800004,26876449,보노하우스 탑백 리빙박스 52리터 화이트 4개,탑백 리빙박스,320-A1-2-11,2026-04-16,4,2,2,2,25,normal,4.67,12,0.86,25,0.83,active
R013009800006,26876451,보노하우스 탑백 리빙박스 52리터 그레이 4개,탑백 리빙박스,320-A1-2-12,2026-04-16,4,0,0,0,4,normal,28.00,2,0.14,4,0.13,active
R013009910002,26879073,보노하우스 탑백 리빙박스 72리터 크림 2개,탑백 리빙박스,320-A1-2-13,2026-04-16,3,2,2,2,22,normal,2.47,17,1.21,22,0.73,active
R013009910001,26879072,보노하우스 탑백 리빙박스 72리터 화이트 2개,탑백 리빙박스,320-A1-2-14,2026-04-16,13,5,5,5,50,normal,5.35,34,2.43,50,1.67,active
